"ray/tune/custom_metrics/real_step_max","threshold_type: s - _step","threshold_type: s - _step__MIN","threshold_type: s - _step__MAX","threshold_type: s - ray/tune/custom_metrics/energy_cost_mean","threshold_type: s - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: s - ray/tune/custom_metrics/energy_cost_mean__MAX","threshold_type: concave - _step","threshold_type: concave - _step__MIN","threshold_type: concave - _step__MAX","threshold_type: concave - ray/tune/custom_metrics/energy_cost_mean","threshold_type: concave - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: concave - ray/tune/custom_metrics/energy_cost_mean__MAX","threshold_type: convex - _step","threshold_type: convex - _step__MIN","threshold_type: convex - _step__MAX","threshold_type: convex - ray/tune/custom_metrics/energy_cost_mean","threshold_type: convex - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: convex - ray/tune/custom_metrics/energy_cost_mean__MAX"
"19074","","","","","","","241","241","241","60.728492736816406","60.728492736816406","60.728492736816406","","","","","",""
"19079","","","","","","","","","","","","","267","267","267","84.637939453125","84.637939453125","84.637939453125"
"19087","297","297","297","62.03345489501953","62.03345489501953","62.03345489501953","","","","","","","","","","","",""
"19119","","","","","","","242","242","242","60.76884460449219","60.76884460449219","60.76884460449219","","","","","",""
"19120","295","295","295","61.723506927490234","61.723506927490234","61.723506927490234","","","","","","","","","","","",""
"19122","","","","","","","","","","","","","267","267","267","61.800655364990234","61.800655364990234","61.800655364990234"
"19125","289","289","289","62.237525939941406","62.237525939941406","62.237525939941406","","","","","","","","","","","",""
"19139","","","","","","","","","","","","","264","264","264","60.9946174621582","60.9946174621582","60.9946174621582"
"19140","","","","","","","241","241","241","60.88616943359375","60.88616943359375","60.88616943359375","","","","","",""
"19151","288","288","288","61.94737243652344","61.94737243652344","61.94737243652344","","","","","","","","","","","",""
"19163","","","","","","","241","241","241","60.61555480957031","60.61555480957031","60.61555480957031","","","","","",""
"19166","","","","","","","","","","","","","265","265","265","61.05076217651367","61.05076217651367","61.05076217651367"
"19168","","","","","","","242","242","242","60.61555480957031","60.61555480957031","60.61555480957031","","","","","",""
"19172","","","","","","","","","","","","","264","264","264","60.61555480957031","60.61555480957031","60.61555480957031"
"19173","","","","","","","242","242","242","60.9317512512207","60.9317512512207","60.9317512512207","268","268","268","63.30160903930664","63.30160903930664","63.30160903930664"
"19176","298","298","298","62.045928955078125","62.045928955078125","62.045928955078125","","","","","","","","","","","",""
"19202","290","290","290","62.47848129272461","62.47848129272461","62.47848129272461","","","","","","","","","","","",""
"19208","296","296","296","61.95625305175781","61.95625305175781","61.95625305175781","","","","","","","","","","","",""
"19217","","","","","","","243","243","243","61.06343460083008","61.06343460083008","61.06343460083008","","","","","",""
"19220","","","","","","","","","","","","","268","268","268","61.7678337097168","61.7678337097168","61.7678337097168"
"19236","","","","","","","","","","","","","265","265","265","61.28458786010742","61.28458786010742","61.28458786010742"
"19237","","","","","","","242","242","242","61.2181396484375","61.2181396484375","61.2181396484375","","","","","",""
"19241","289","289","289","61.70020294189453","61.70020294189453","61.70020294189453","","","","","","","","","","","",""
"19262","299","299","299","62.16939163208008","62.16939163208008","62.16939163208008","","","","","","","","","","","",""
"19263","","","","","","","242","242","242","60.61555480957031","60.61555480957031","60.61555480957031","","","","","",""
"19266","","","","","","","","","","","","","266","266","266","60.61555480957031","60.61555480957031","60.61555480957031"
"19267","","","","","","","243","243","243","60.81758499145508","60.81758499145508","60.81758499145508","","","","","",""
"19268","","","","","","","","","","","","","265","265","265","61.28089141845703","61.28089141845703","61.28089141845703"
"19270","","","","","","","","","","","","","269","269","269","62.69977951049805","62.69977951049805","62.69977951049805"
"19273","","","","","","","243","243","243","60.659088134765625","60.659088134765625","60.659088134765625","","","","","",""
"19294","291","291","291","61.28114318847656","61.28114318847656","61.28114318847656","","","","","","","","","","","",""
"19297","297","297","297","61.702518463134766","61.702518463134766","61.702518463134766","","","","","","","","","","","",""
"19317","","","","","","","244","244","244","60.65240478515625","60.65240478515625","60.65240478515625","","","","","",""
"19318","","","","","","","","","","","","","269","269","269","61.6890754699707","61.6890754699707","61.6890754699707"
"19330","290","290","290","62.61629104614258","62.61629104614258","62.61629104614258","","","","","","","","","","","",""
"19334","","","","","","","","","","","","","266","266","266","61.14088439941406","61.14088439941406","61.14088439941406"
"19336","","","","","","","243","243","243","60.94291687011719","60.94291687011719","60.94291687011719","","","","","",""
"19362","","","","","","","243","243","243","60.80038833618164","60.80038833618164","60.80038833618164","266","266","266","61.819496154785156","61.819496154785156","61.819496154785156"
"19364","","","","","","","","","","","","","267","267","267","60.93428421020508","60.93428421020508","60.93428421020508"
"19366","","","","","","","","","","","","","270","270","270","62.10300827026367","62.10300827026367","62.10300827026367"
"19367","","","","","","","244","244","244","60.61555480957031","60.61555480957031","60.61555480957031","","","","","",""
"19372","","","","","","","244","244","244","60.91640853881836","60.91640853881836","60.91640853881836","","","","","",""
"19385","292","292","292","62.18620300292969","62.18620300292969","62.18620300292969","","","","","","","","","","","",""
"19388","298","298","298","61.561641693115234","61.561641693115234","61.561641693115234","","","","","","","","","","","",""
"19407","291","291","291","62.70684814453125","62.70684814453125","62.70684814453125","","","","","","","","","","","",""
"19416","","","","","","","","","","","","","270","270","270","61.6439208984375","61.6439208984375","61.6439208984375"
"19417","","","","","","","245","245","245","60.61555480957031","60.61555480957031","60.61555480957031","","","","","",""
"19432","","","","","","","","","","","","","267","267","267","60.92928695678711","60.92928695678711","60.92928695678711"
"19435","","","","","","","244","244","244","60.98312759399414","60.98312759399414","60.98312759399414","","","","","",""
"19457","","","","","","","","","","","","","267","267","267","61.48400115966797","61.48400115966797","61.48400115966797"
"19462","","","","","","","244","244","244","60.7100944519043","60.7100944519043","60.7100944519043","269.5","268","271","61.80571174621582","60.98453903198242","62.62688446044922"
"19467","","","","","","","245","245","245","60.61555480957031","60.61555480957031","60.61555480957031","","","","","",""
"19471","","","","","","","245","245","245","60.82307815551758","60.82307815551758","60.82307815551758","","","","","",""
"19475","293","293","293","61.54884338378906","61.54884338378906","61.54884338378906","","","","","","","","","","","",""
"19478","299","299","299","61.63828659057617","61.63828659057617","61.63828659057617","","","","","","","","","","","",""
"19498","292","292","292","61.591575622558594","61.591575622558594","61.591575622558594","","","","","","","","","","","",""
"19514","","","","","","","","","","","","","271","271","271","61.6776008605957","61.6776008605957","61.6776008605957"
"19517","","","","","","","246","246","246","60.68586349487305","60.68586349487305","60.68586349487305","","","","","",""
"19528","","","","","","","","","","","","","268","268","268","61.27037811279297","61.27037811279297","61.27037811279297"
"19535","","","","","","","245","245","245","60.84637451171875","60.84637451171875","60.84637451171875","","","","","",""
"19552","","","","","","","","","","","","","268","268","268","61.557071685791016","61.557071685791016","61.557071685791016"
"19553","294","294","294","67.50959014892578","67.50959014892578","67.50959014892578","","","","","","","","","","","",""
"19555","","","","","","","","","","","","","272","272","272","63.07707977294922","63.07707977294922","63.07707977294922"
"19558","","","","","","","","","","","","","269","269","269","61.346031188964844","61.346031188964844","61.346031188964844"
"19562","","","","","","","245","245","245","60.61555480957031","60.61555480957031","60.61555480957031","","","","","",""
"19566","","","","","","","246","246","246","60.82089614868164","60.82089614868164","60.82089614868164","","","","","",""
"19571","","","","","","","246","246","246","60.651607513427734","60.651607513427734","60.651607513427734","","","","","",""
"19584","293","293","293","61.8570671081543","61.8570671081543","61.8570671081543","","","","","","","","","","","",""
"19598","295","295","295","76.42977905273438","76.42977905273438","76.42977905273438","","","","","","","","","","","",""
"19608","","","","","","","","","","","","","272","272","272","62.36244201660156","62.36244201660156","62.36244201660156"
"19616","","","","","","","247","247","247","60.769935607910156","60.769935607910156","60.769935607910156","","","","","",""
"19625","","","","","","","","","","","","","269","269","269","61.2222785949707","61.2222785949707","61.2222785949707"
"19635","","","","","","","246","246","246","60.7950325012207","60.7950325012207","60.7950325012207","","","","","",""
"19651","","","","","","","","","","","","","269","269","269","60.8028678894043","60.8028678894043","60.8028678894043"
"19653","","","","","","","","","","","","","273","273","273","62.299156188964844","62.299156188964844","62.299156188964844"
"19657","","","","","","","","","","","","","270","270","270","60.774253845214844","60.774253845214844","60.774253845214844"
"19662","","","","","","","246","246","246","60.61555480957031","60.61555480957031","60.61555480957031","","","","","",""
"19666","","","","","","","247","247","247","60.61555480957031","60.61555480957031","60.61555480957031","","","","","",""
"19671","296","296","296","69.28045654296875","69.28045654296875","69.28045654296875","247","247","247","60.61555480957031","60.61555480957031","60.61555480957031","","","","","",""
